  #species On-site_electrostatic_potential [eV]
  C     400.50727845
  C     400.50727846
  C     400.50727852
  C     400.50727855
  C     400.50727831
  C     400.50727836
  C     400.50727853
  C     400.50727846
  C     400.50727835
  C     400.50727831
  C     400.50727836
  C     400.50727833
  C     400.50727822
  C     400.50727826
  C     400.50727835
  C     400.50727830
  C     400.50727825
  C     400.50727828
  C     400.50727829
  C     400.50727837
  C     400.50727825
  C     400.50727836
  C     400.50727836
  C     400.50727845
  C     400.50727835
  C     400.50727844
  C     400.50727846
  C     400.50727859
  C     400.50727835
  C     400.50727845
  C     400.50727855
  C     400.50727861
  C     400.50727866
  C     400.50727853
  C     400.50727847
  C     400.50727847
  C     400.50727849
  C     400.50727840
  C     400.50727833
  C     400.50727828
  C     400.50727844
  C     400.50727832
  C     400.50727829
  C     400.50727828
  C     400.50727831
  C     400.50727831
  C     400.50727822
  C     400.50727821
  C     400.50727832
  C     400.50727834
  C     400.50727828
  C     400.50727838
  C     400.50727841
  C     400.50727847
  C     400.50727828
  C     400.50727837
  C     400.50727855
  C     400.50727857
  C     400.50727846
  C     400.50727858
  C     400.50727860
  C     400.50727856
  C     400.50727841
  C     400.50727844
  C     400.50727838
  C     400.50727818
  C     400.50727809
  C     400.50727818
  C     400.50727820
  C     400.50727811
  C     400.50727803
  C     400.50727807
  C     400.50727824
  C     400.50727812
  C     400.50727805
  C     400.50727815
  C     400.50727815
  C     400.50727814
  C     400.50727806
  C     400.50727810
  C     400.50727822
  C     400.50727818
  C     400.50727811
  C     400.50727820
  C     400.50727825
  C     400.50727821
  C     400.50727810
  C     400.50727814
  C     400.50727837
  C     400.50727826
  C     400.50727815
  C     400.50727824
  C     400.50727831
  C     400.50727818
  C     400.50727808
  C     400.50727811
  C     400.50727817
  C     400.50727812
  C     400.50727815
  C     400.50727826
  C     400.50727803
  C     400.50727808
  C     400.50727823
  C     400.50727825
  C     400.50727816
  C     400.50727812
  C     400.50727813
  C     400.50727821
  C     400.50727807
  C     400.50727810
  C     400.50727819
  C     400.50727819
  C     400.50727815
  C     400.50727813
  C     400.50727813
  C     400.50727820
  C     400.50727810
  C     400.50727810
  C     400.50727818
  C     400.50727823
  C     400.50727817
  C     400.50727814
  C     400.50727816
  C     400.50727825
  C     400.50727807
  C     400.50727807
  C     400.50727823
  C     400.50727829
  C     400.50727836
  C     400.50727848
  C     400.50727862
  C     400.50727847
  C     400.50727845
  C     400.50727857
  C     400.50727871
  C     400.50727851
  C     400.50727830
  C     400.50727838
  C     400.50727851
  C     400.50727834
  C     400.50727837
  C     400.50727842
  C     400.50727854
  C     400.50727839
  C     400.50727825
  C     400.50727834
  C     400.50727840
  C     400.50727839
  C     400.50727833
  C     400.50727844
  C     400.50727845
  C     400.50727850
  C     400.50727832
  C     400.50727846
  C     400.50727852
  C     400.50727854
  C     400.50727842
  C     400.50727859
  C     400.50727864
  C     400.50727863
  C     400.50727859
  C     400.50727857
  C     400.50727860
  C     400.50727842
  C     400.50727863
  C     400.50727863
  C     400.50727859
  C     400.50727838
  C     400.50727842
  C     400.50727841
  C     400.50727848
  C     400.50727831
  C     400.50727845
  C     400.50727845
  C     400.50727847
  C     400.50727831
  C     400.50727837
  C     400.50727841
  C     400.50727839
  C     400.50727839
  C     400.50727848
  C     400.50727853
  C     400.50727839
  C     400.50727839
  C     400.50727854
  C     400.50727858
  C     400.50727852
  C     400.50727851
  C     400.50727867
  C     400.50727872
  C     400.50727852
  C     400.50727846
  C     400.50727829
  C     400.50727825
  C     400.50727826
  C     400.50727811
  C     400.50727841
  C     400.50727844
  C     400.50727833
  C     400.50727817
  C     400.50727822
  C     400.50727824
  C     400.50727830
  C     400.50727813
  C     400.50727834
  C     400.50727835
  C     400.50727837
  C     400.50727818
  C     400.50727823
  C     400.50727823
  C     400.50727825
  C     400.50727815
  C     400.50727833
  C     400.50727831
  C     400.50727826
  C     400.50727814
  C     400.50727831
  C     400.50727825
  C     400.50727821
  C     400.50727813
  C     400.50727841
  C     400.50727840
  C     400.50727823
  C     400.50727812
  C     400.50727806
  C     400.50727816
  C     400.50727828
  C     400.50727817
  C     400.50727824
  C     400.50727839
  C     400.50727845
  C     400.50727830
  C     400.50727810
  C     400.50727821
  C     400.50727833
  C     400.50727817
  C     400.50727827
  C     400.50727833
  C     400.50727843
  C     400.50727826
  C     400.50727812
  C     400.50727817
  C     400.50727826
  C     400.50727816
  C     400.50727818
  C     400.50727822
  C     400.50727832
  C     400.50727825
  C     400.50727809
  C     400.50727813
  C     400.50727822
  C     400.50727816
  C     400.50727816
  C     400.50727827
  C     400.50727835
  C     400.50727829
  C     400.50727858
  C     400.50727872
  C     400.50727881
  C     400.50727871
  C     400.50727870
  C     400.50727873
  C     400.50727887
  C     400.50727875
  C     400.50727856
  C     400.50727859
  C     400.50727869
  C     400.50727851
  C     400.50727853
  C     400.50727848
  C     400.50727861
  C     400.50727849
  C     400.50727840
  C     400.50727843
  C     400.50727845
  C     400.50727847
  C     400.50727841
  C     400.50727848
  C     400.50727845
  C     400.50727855
  C     400.50727843
  C     400.50727857
  C     400.50727858
  C     400.50727867
  C     400.50727858
  C     400.50727872
  C     400.50727871
  C     400.50727880
  C     400.50727880
  C     400.50727883
  C     400.50727883
  C     400.50727871
  C     400.50727884
  C     400.50727877
  C     400.50727877
  C     400.50727868
  C     400.50727865
  C     400.50727860
  C     400.50727867
  C     400.50727850
  C     400.50727854
  C     400.50727847
  C     400.50727857
  C     400.50727846
  C     400.50727846
  C     400.50727846
  C     400.50727844
  C     400.50727847
