  #species On-site_electrostatic_potential [eV]
  S    1621.40302949
  S    1621.41885695
  S    1621.39255222
  S    1621.46383233
  S    1621.23646117
  S    1621.34137341
  S    1621.26954105
  S    1621.23735122
  S    1621.24334538
  S    1621.27039036
  S    1621.26510797
  S    1621.26322872
  S    1621.42065533
  S    1621.30625230
  S    1621.36795879
  S    1621.39307731
  S    1621.34486444
  S    1621.32604223
  S    1621.36811747
  S    1621.37731234
  S    1621.24711944
  S    1621.18937386
  S    1621.26221729
  S    1621.28080557
  S    1620.94863391
  S    1621.19664981
  S    1621.73271853
  S    1621.28461132
  S    1621.69648300
  S    1621.33464544
  S    1621.36157697
  S    1621.31414376
  S    1621.28995962
  S    1621.31222229
  S    1621.34697058
  S    1621.86266874
  S    1621.20294615
  S    1621.21552244
  S    1621.29709231
  S    1621.75130014
  S    1621.27468657
  S    1621.28801930
  S    1621.21557527
  S    1621.30178917
  S    1621.41840258
  S    1621.41567347
  S    1621.47412480
  S    1621.41875155
  S    1621.37868763
  S    1621.38202672
  S    1621.42103365
  S    1621.38005948
  S    1621.26082137
  S    1621.28026400
  S    1621.29004706
  S    1621.28784216
  S    1621.25546567
  S    1621.25144775
  S    1621.27974456
  S    1621.34868337
  S    1621.43783298
  S    1621.38880902
  S    1621.36864227
  S    1621.36731053
  Cu    3753.50371243
  Cu    3753.50324209
  Cu    3753.52683840
  Cu    3753.51978556
  Cu    3753.48755104
  Cu    3753.51572681
  Cu    3753.47976291
  Cu    3753.49726568
  Cu    3753.45623700
  Cu    3753.48154480
  Cu    3753.52442217
  Cu    3753.52516531
  Cu    3753.58812938
  Cu    3753.47381126
  Cu    3753.42719342
  Cu    3753.50416960
  Cu    3753.33213763
  Cu    3753.43654709
  Cu    3753.58385152
  Cu    3753.61329061
  Cu    3753.36124255
  Cu    3753.41216272
  Cu    3753.49171238
  Cu    3753.56004939
  Cu    3753.37603063
  Cu    3753.60897294
  Cu    3753.46968768
  Cu    3753.50701987
  Cu    3753.53290399
  Cu    3753.46627816
  Cu    3753.50893987
  Cu    3753.58475816
  Cu    3753.56800249
  Cu    3753.62709032
  Cu    3753.39054477
  Cu    3753.47770673
  Cu    3753.48901187
  Cu    3753.50267731
  Cu    3753.52569337
  Cu    3753.62934095
  Cu    3753.48260942
  Cu    3753.54460053
  Cu    3753.53470710
  Cu    3753.50320605
  Cu    3753.49431099
  Cu    3753.51758046
  Cu    3753.51314658
  Cu    3753.52986728
  As    4515.45209865
  As    4515.42210578
  As    4515.43890160
  As    4515.46148814
  As    4515.36947324
  As    4515.46201993
  As    4515.39931306
  As    4516.26089367
  As    4515.48861700
  As    4515.48828879
  As    4515.46376910
  As    4515.47331939
  As    4515.44240346
  As    4515.45132075
  As    4515.56968278
  As    4515.46434123
  Cu    3753.24539953
