#Numerical average free-atom electrostatic potential in [eV]:   -14.50919607
#Average real-space part of the electrostatic  potential in [eV]:     0.07726129
  #z-coordinate (Ang)  plane-average (hartree)
  6.166468719999967E-002  -1.48991668665968     
  0.184994061600000      -0.855211300632196     
  0.308323436000000      -0.549141030080723     
  0.431652810400000      -0.375070710480880     
  0.554982184800000      -0.270289275483696     
  0.678311559200000      -0.202380417061712     
  0.801640933599999      -0.156682555273850     
  0.924970308000000      -0.126597134034347     
   1.04829968240000      -0.109210894968296     
   1.17162905680000      -0.103609165630609     
   1.29495843120000      -0.110263872140144     
   1.41828780560000      -0.130835347269799     
   1.54161718000000      -0.168106203396653     
   1.66494655440000      -0.225868813921174     
   1.78827592880000      -0.308756093945459     
   1.91160530320000      -0.422874626678780     
   2.03493467760000      -0.581310574895463     
   2.15826405200000      -0.817197598576553     
   2.28159342640000       -1.02108491200897     
   2.40492280080000      -0.919382667932689     
   2.52825217520000      -0.738617492755646     
   2.65158154960000      -0.668706216321937     
   2.77491092400000      -0.691449532554947     
   2.89824029840000      -0.843049703640428     
   3.02156967280000       -1.21114335103770     
   3.14489904720000       -1.49414966471554     
   3.26822842160000      -0.934779950018512     
   3.39155779600000      -0.597895268311723     
   3.51488717040000      -0.408611241394358     
   3.63821654480000      -0.299339009367892     
   3.76154591920000      -0.234889582826820     
   3.88487529360000      -0.201343741415869     
   4.00820466800000      -0.196085692669842     
   4.13153404240000      -0.186441881258624     
   4.25486341680000      -0.148024971977599     
   4.37819279120000      -0.135120430543039     
   4.50152216560000      -0.143753323927045     
   4.62485154000000      -0.172848729743659     
   4.74818091440000      -0.224081359710145     
   4.87151028880000      -0.301094691481390     
   4.99483966320000      -0.409438867145937     
   5.11816903760000      -0.561026382093864     
   5.24149841200000      -0.781826525618017     
   5.36482778640000      -0.985685079743991     
   5.48815716080000      -0.956606246842210     
   5.61148653520000      -0.757484930807617     
   5.73481590960000      -0.678095637150314     
   5.85814528400000      -0.693250055198385     
   5.98147465840000      -0.835284978406894     
   6.10480403280000       -1.17720414615654     
   6.22813340720000       -1.51569727104561     
   6.35146278160000      -0.950232061662326     
   6.47479215600000      -0.599348651478144     
   6.59812153040000      -0.402465298300888     
   6.72145090480000      -0.285799558510003     
   6.84478027920000      -0.211573647095189     
   6.96810965360000      -0.162053604976099     
   7.09143902800000      -0.129243050987698     
   7.21476840240000      -0.109588961078493     
   7.33809777680000      -0.101832517340840     
   7.46142715120000      -0.106206694346025     
   7.58475652560000      -0.124167141237984     
   7.70808590000000      -0.158312267774376     
   7.83141527440000      -0.212288965216178     
   7.95474464880000      -0.290620342341777     
   8.07807402320000      -0.399045463301382     
   8.20140339760000      -0.548533439827792     
   8.32473277200000      -0.764397059978811     
   8.44806214640000      -0.995216182998142     
   8.57139152080000      -0.980726882210215     
   8.69472089520000      -0.775088231407661     
   8.81805026960000      -0.695137494171667     
   8.94137964400000      -0.714037000988916     
   9.06470901840000      -0.865810124285365     
   9.18803839280000       -1.22705451101814     
   9.31136776720000       -1.63367885541943     
   9.43469714160000      -0.898328231389174     
   9.55802651600000      -0.572584632387987     
   9.68135589040000      -0.388009480579040     
   9.80468526480000      -0.277820699444367     
   9.92801463920000      -0.206943485376549     
   10.0513440136000      -0.159376775487099     
   10.1746733880000      -0.127924525210655     
   10.2980027624000      -0.109384803177334     
   10.4213321368000      -0.102670502310162     
   10.5446615112000      -0.108120316466252     
   10.6679908856000      -0.127273423949196     
   10.7913202600000      -0.162803351674472     
   10.9146496344000      -0.218423593815766     
   11.0379790088000      -0.298724851581009     
   11.1613083832000      -0.409634007086457     
   11.2846377576000      -0.562973734882799     
   11.4079671320000      -0.785126547452701     
   11.5312965064000       -1.00596849941530     
   11.6546258808000      -0.965079938195360     
   11.7779552552000      -0.771898342658050     
   11.9012846296000      -0.701003648402898     
   12.0246140040000      -0.732027067121664     
   12.1479433784000      -0.903756591895948     
   12.2712727528000       -1.28397018870766     
