#Numerical average free-atom electrostatic potential in [eV]:   -14.43397958
#Average real-space part of the electrostatic  potential in [eV]:     0.08031585
  #z-coordinate (Ang)  plane-average (hartree)
  6.166468719999967E-002  -1.41173507382978     
  0.184994061600000      -0.890203077658981     
  0.308323436000000      -0.568465378335771     
  0.431652810400000      -0.384484635299683     
  0.554982184800000      -0.274688321262394     
  0.678311559200000      -0.204337723916829     
  0.801640933599999      -0.157341712378056     
  0.924970308000000      -0.126434187849972     
   1.04829968240000      -0.108388018393685     
   1.17162905680000      -0.102114149481048     
   1.29495843120000      -0.107957134226945     
   1.41828780560000      -0.127460010039918     
   1.54161718000000      -0.163291367820754     
   1.66494655440000      -0.219155051173270     
   1.78827592880000      -0.299685897616105     
   1.91160530320000      -0.411186208184282     
   2.03493467760000      -0.566680424198464     
   2.15826405200000      -0.779440831658910     
   2.28159342640000      -0.990013988499405     
   2.40492280080000      -0.967757200329449     
   2.52825217520000      -0.778685388943389     
   2.65158154960000      -0.703887368864868     
   2.77491092400000      -0.732757982489404     
   2.89824029840000      -0.901218326006209     
   3.02156967280000       -1.26107708206173     
   3.14489904720000       -1.50987227028683     
   3.26822842160000      -0.872018516108210     
   3.39155779600000      -0.558821373872703     
   3.51488717040000      -0.381094786815802     
   3.63821654480000      -0.274515824704802     
   3.76154591920000      -0.205742652446188     
   3.88487529360000      -0.159605838712676     
   4.00820466800000      -0.129280790755225     
   4.13153404240000      -0.111748367753404     
   4.25486341680000      -0.106034547239275     
   4.37819279120000      -0.112570992254476     
   4.50152216560000      -0.132987874514386     
   4.62485154000000      -0.170048450803622     
   4.74818091440000      -0.227545205166307     
   4.87151028880000      -0.310134286422872     
   4.99483966320000      -0.423905232878633     
   5.11816903760000      -0.581593633317506     
   5.24149841200000      -0.824182874817458     
   5.36482778640000       -1.11403868837604     
   5.48815716080000      -0.948873050486481     
   5.61148653520000      -0.771779028020970     
   5.73481590960000      -0.710957802871428     
   5.85814528400000      -0.750197255809320     
   5.98147465840000      -0.839165902377639     
   6.10480403280000       -1.11100895563869     
   6.22813340720000       -1.38365627354036     
   6.35146278160000      -0.978977068807047     
   6.47479215600000      -0.620276990967764     
   6.59812153040000      -0.416661405773373     
   6.72145090480000      -0.295965836321358     
   6.84478027920000      -0.219467411057248     
   6.96810965360000      -0.168733401394714     
   7.09143902800000      -0.135535914239680     
   7.21476840240000      -0.116313176627371     
   7.33809777680000      -0.109879929628598     
   7.46142715120000      -0.116557039359093     
   7.58475652560000      -0.137875067301127     
   7.70808590000000      -0.176624286116071     
   7.83141527440000      -0.237562025615536     
   7.95474464880000      -0.329071186750032     
   8.07807402320000      -0.424286987201585     
   8.20140339760000      -0.547642272711829     
   8.32473277200000      -0.751547648992301     
   8.44806214640000      -0.927044731532138     
   8.57139152080000      -0.986208262892376     
   8.69472089520000      -0.759362923983379     
   8.81805026960000      -0.683127348107827     
   8.94137964400000      -0.708195918405957     
   9.06470901840000      -0.866859380354925     
   9.18803839280000       -1.20955483262284     
   9.31136776720000       -1.60503317442677     
   9.43469714160000      -0.903279567018343     
   9.55802651600000      -0.574353837801110     
   9.68135589040000      -0.387538743684591     
   9.80468526480000      -0.276268452641949     
   9.92801463920000      -0.204930595795428     
   10.0513440136000      -0.157138548916216     
   10.1746733880000      -0.125533687188407     
   10.2980027624000      -0.106854190093201     
   10.4213321368000      -9.999103090461196E-002
   10.5446615112000      -0.105274484835353     
   10.6679908856000      -0.124239615242303     
   10.7913202600000      -0.159553068825625     
   10.9146496344000      -0.214912306548643     
   11.0379790088000      -0.294874539896328     
   11.1613083832000      -0.405296097104357     
   11.2846377576000      -0.557869244158537     
   11.4079671320000      -0.781662805480119     
   11.5312965064000       -1.01653998981294     
   11.6546258808000      -0.957270143914472     
   11.7779552552000      -0.768562107603768     
   11.9012846296000      -0.693561577263740     
   12.0246140040000      -0.718999869675237     
   12.1479433784000      -0.881550099019466     
   12.2712727528000       -1.23845547559063     
