  #species On-site_electrostatic_potential [eV]
  S    1621.40127381
  S    1621.40587202
  S    1621.52784967
  S    1621.53318275
  S    1621.27676952
  S    1621.40597501
  S    1621.26070117
  S    1621.72927737
  S    1621.76815256
  S    1621.27415795
  S    1621.44334428
  S    1621.25732276
  S    1621.40176507
  S    1621.83078303
  S    1621.52704763
  S    1621.38264198
  S    1621.37117479
  S    1621.40817620
  S    1621.47143232
  S    1621.50899003
  S    1621.35537804
  S    1621.38334526
  S    1621.23721485
  S    1621.25072707
  S    1621.28434728
  S    1621.22470776
  S    1621.23344231
  S    1621.22390446
  S    1621.33547381
  S    1621.31245277
  S    1621.33398294
  S    1621.33570428
  S    1621.34351500
  S    1621.37719448
  S    1621.34677999
  S    1621.37327128
  S    1621.23784696
  S    1621.20278836
  S    1621.20315461
  S    1621.21392263
  S    1621.23757342
  S    1621.19992057
  S    1621.22504337
  S    1621.20590511
  S    1621.36473265
  S    1621.34152134
  S    1621.35796017
  S    1621.36425075
  S    1621.31622921
  S    1621.33776434
  S    1621.35218123
  S    1621.33030336
  S    1621.25216494
  S    1621.28390674
  S    1621.22149220
  S    1621.23359151
  S    1621.37071221
  S    1621.24355307
  S    1621.24474940
  S    1621.35774988
  S    1621.83668814
  S    1621.38872225
  S    1621.47239602
  S    1621.35722132
  Cu    3753.52639284
  Cu    3753.64698855
  Cu    3753.64882815
  Cu    3753.53777320
  Cu    3753.56030566
  Cu    3753.59029162
  Cu    3753.49238869
  Cu    3753.63382602
  Cu    3753.63549932
  Cu    3753.56512301
  Cu    3753.56894230
  Cu    3753.67596774
  Cu    3753.50532070
  Cu    3753.62022106
  Cu    3753.55247261
  Cu    3753.51763031
  Cu    3753.52686558
  Cu    3753.50594099
  Cu    3753.51770332
  Cu    3753.62300319
  Cu    3753.52795332
  Cu    3753.46415684
  Cu    3753.48773024
  Cu    3753.50411952
  Cu    3753.51419536
  Cu    3753.46867999
  Cu    3753.47321209
  Cu    3753.48103858
  Cu    3753.45735519
  Cu    3753.44111593
  Cu    3753.45502498
  Cu    3753.45258281
  Cu    3753.45798973
  Cu    3753.46016267
  Cu    3753.46288073
  Cu    3753.51058813
  Cu    3753.46577618
  Cu    3753.47311848
  Cu    3753.50932204
  Cu    3753.52027541
  Cu    3753.51378643
  Cu    3753.50570950
  Cu    3753.52140432
  Cu    3753.49643662
  Cu    3753.62425574
  Cu    3753.46644801
  Cu    3753.52289345
  As    4515.43761193
  As    4515.62628966
  As    4515.64303214
  As    4515.45048907
  As    4515.42613333
  As    4515.39768376
  As    4515.39388052
  As    4515.41606734
  As    4515.42715518
  As    4515.40280375
  As    4515.41773999
  As    4515.39281483
  As    4515.44446506
  As    4515.61815681
  As    4515.62615163
  As    4515.44917689
