#Numerical average free-atom electrostatic potential in [eV]:   -22.63876313
#Average real-space part of the electrostatic  potential in [eV]:     1.15383425
  #z-coordinate (Ang)  plane-average (hartree)
  7.036557155953604E-002  -1.02935802063716     
  0.211096714678607      -0.795504316435600     
  0.351827857797677      -0.682080040429833     
  0.492559000916749      -0.669575534706694     
  0.633290144035820      -0.757432331415057     
  0.774021287154890      -0.954516597418809     
  0.914752430273961       -1.10767966952763     
   1.05548357339303      -0.840506793097391     
   1.19621471651210      -0.700845302483516     
   1.33694585963117      -0.663310429795750     
   1.47767700275024      -0.725922188971048     
   1.61840814586931      -0.893071322777198     
   1.75913928898839       -1.13395825869397     
   1.89987043210746      -0.893055590509640     
   2.04060157522653      -0.725891550326682     
   2.18133271834560      -0.663266321372692     
   2.32206386146467      -0.700788624036217     
   2.46279500458374      -0.840437445837768     
   2.60352614770281       -1.10759695004254     
   2.74425729082188      -0.954419382877847     
   2.88498843394095      -0.757318426721303     
   3.02571957706002      -0.669442142656387     
   3.16645072017909      -0.681923404048811     
   3.30718186329816      -0.795320105264736     
   3.44791300641723       -1.02914342239133     
   3.58864414953631       -1.02911374669242     
   3.72937529265538      -0.795232868655680     
   3.87010643577445      -0.681784744356439     
   4.01083757889352      -0.669257714822329     
   4.15156872201259      -0.757088506617073     
   4.29229986513166      -0.954137691977433     
   4.43303100825073       -1.10725302624722     
   4.57376215136980      -0.840015361890538     
   4.71449329448887      -0.700266685770034     
   4.85522443760794      -0.662617206478038     
   4.99595558072701      -0.725079979481687     
   5.13668672384608      -0.892042693710433     
   5.27741786696516       -1.13271340110129     
   5.41814901008423      -0.891577656050803     
   5.55888015320330      -0.724166932637150     
   5.69961129632237      -0.661273839413598     
   5.84034243944144      -0.698484536995688     
   5.98107358256051      -0.837727384083523     
   6.12180472567958       -1.10428995623182     
   6.26253586879865      -0.950158832934452     
   6.40326701191772      -0.751467879353631     
   6.54399815503679      -0.661021880282905     
   6.68472929815586      -0.669578064438380     
   6.82546044127493      -0.777311653064429     
   6.96619158439401       -1.00323853631738     
   7.10692272751308       -1.00323853968921     
   7.24765387063215      -0.777311662149131     
   7.38838501375122      -0.669578075998777     
   7.52911615687029      -0.661021889958961     
   7.66984729998936      -0.751467883991885     
   7.81057844310843      -0.950158831280186     
   7.95130958622750       -1.10428994854249     
   8.09204072934657      -0.837727371535494     
   8.23277187246564      -0.698484521955908     
   8.37350301558471      -0.661273823985595     
   8.51423415870378      -0.724166917445266     
   8.65496530182286      -0.891577640652721     
   8.79569644494192       -1.13271338532362     
   8.93642758806100      -0.892042677528759     
   9.07715873118007      -0.725079962686423     
   9.21788987429914      -0.662617188654850     
   9.35862101741821      -0.700266666521919     
   9.49935216053728      -0.840015341041643     
   9.64008330365635       -1.10725300384590     
   9.78081444677542      -0.954137668261975     
   9.92154558989449      -0.757088481984858     
   10.0622767330136      -0.669257689977159     
   10.2030078761326      -0.681784720125167     
   10.3437390192517      -0.795232845595193     
   10.4844701623708       -1.02911372501916     
   10.6252013054898       -1.02914340214784     
   10.7659324486089      -0.795320086378871     
   10.9066635917280      -0.681923386437057     
   11.0473947348471      -0.669442126175917     
   11.1881258779661      -0.757318411167570     
   11.3288570210852      -0.954419368045326     
   11.4695881642043       -1.10759693580891     
   11.6103193073233      -0.840437432165407     
   11.7510504504424      -0.700788610984098     
   11.8917815935615      -0.663266309025500     
   12.0325127366806      -0.725891538692930     
   12.1732438797996      -0.893055579555708     
   12.3139750229187       -1.13395824841419     
   12.4547061660378      -0.893071313192605     
   12.5954373091568      -0.725922180128016     
   12.7361684522759      -0.663310421763989     
   12.8768995953950      -0.700845295273739     
   13.0176307385141      -0.840506786651754     
   13.1583618816331       -1.10767966379996     
   13.2990930247522      -0.954516592414996     
   13.4398241678713      -0.757432327179836     
   13.5805553109903      -0.669575531341514     
   13.7212864541094      -0.682080038015611     
   13.8620175972285      -0.795504314989560     
   14.0027487403475       -1.02935802015216     
